"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"pnj7-y392","Bicycle Research - Edmonton Insight Community","dataset","This was one single topic among a couple from the June 2018 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/68tXy5Z2lR5Jvevi","2019-07-17T17:09:57.000Z",664,"Surveys"
"r4pq-34x8","Speed Check Sign - DFS033","dataset","Speed Check Sign DFS033

Latitude: 53.538412
Longitude: -113.615039

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:11.000Z",664,"Vehicle Speed"
"3trg-p57p","Corporate Boundary","dataset","This map is a representation of each depth layers in the Surface Surcharge map from the 2014 Flood Mitigation Study.

This spatial data was created as a result of a 2016 study, using 2014 data, done","2021-07-29T21:47:51.000Z",663,"Externally Sourced Datasets"
"7y7e-qpey","Edmonton Climate Change - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=12","2019-07-17T16:59:52.000Z",663,"Surveys"
"itn2-r78n","Property Taxes - Edmonton Insight Community","dataset","This was one single topic among many as part of the July 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=1089&as","2019-07-17T17:07:50.000Z",663,"Surveys"
"nava-9e3k","February 2021 Mixed Topic - Household Pets - Edmonton Insight Community","dataset","This was one single topic among many, from the February 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/6G1xgV8YOPLDgrnvOI","2021-02-24T17:52:49.000Z",662,"Surveys"
"3y56-wfe4","Requests for Data","chart","This dataset, updated daily at 6:30 am, houses all requests for datasets since automated intake began on the re-branded platform (January 26, 2016). <br />Status explanations can be found here : <a hr","2026-05-06T10:18:17.000Z",662,"City Administration"
"bvyx-xb2e","Residential Street Cleaning Schedule (Historical)","dataset","A list of all City of Edmonton transportation maintenance areas for the years from 2020 to 2022 on which each is scheduled for residential street cleaning. Does NOT include arterials or major routes.
","2023-09-15T20:05:42.000Z",661,"Transportation"
"jg5g-f25e","Election Advertising Reports and Returns","dataset","<p>A Third-Party Advertiser (TPA) is an individual, corporation or group who promotes or opposes the election of a municipal or school board candidate, or promotes or opposes a position on an issue th","2026-05-24T13:00:44.000Z",660,"Elected Officials"
"bqps-zc8y","Mosquito Application by Helicopter (2019)","dataset","This dataset represents the GPS coordinates of where a helicopter flew while it actively applying treatment for mosquitoes in 2019.","2023-04-24T23:49:37.000Z",660,"Pesticide"
"iedp-hfvj","Weed Complaint Heat Map since 2013","map","Total number of citizen complaint driven or officer initiated snow on City sidewalk, nuisance property, graffiti, noxious weeds, and business licence Bylaw investigations","2026-05-24T10:09:40.000Z",659,"Community Services"
"swud-3nit","DFS Data 30 km/h Zones - Fastest Speeds Recorded","chart","Identify desired Site ID and use the ID to filter this map:

https://data.edmonton.ca/Vehicle-Speed/Driver-Feedback-Sign-Locations-Map/rcpa-p2i3

to finds its location.","2026-05-22T23:29:45.000Z",659,"Vehicle Speed"
"et28-tz8p","Infill Compliance Team Data Dashboard, Community Standards Peace Officers","dataset","Infill enforcement data for Community Standards Peace Officers","2026-05-18T08:29:58.000Z",658,NA
"vcsg-uzqg","Bylaw Infractions - Heat Map View","map","Total number of citizen complaint driven or officer initiated snow on City sidewalk, nuisance property, graffiti, noxious weeds, and business licence Bylaw investigations","2026-05-24T10:09:40.000Z",658,"Community Services"
"adzj-ejwy","Speed Check Sign - DFS092","dataset","Speed Check Sign DFS092

Latitude: 53.493515
Longitude: -113.497863

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:19:01.000Z",657,"Vehicle Speed"
"679g-5858","Third-Party Advertisers","dataset","<p>A Third-Party Advertiser (TPA) is an individual, corporation or group who promotes or opposes the election of a municipal or school board candidate, or promotes or opposes a position on an issue th","2026-05-24T13:00:26.000Z",656,"Elected Officials"
"vica-r6ik","Speed Check Sign - DFS017","dataset","Speed Check Sign DFS017

Latitude: 53.533047
Longitude: -113.485613

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:17:51.000Z",655,"Vehicle Speed"
"dyun-qy9p","EPark User Experience - Edmonton Insight Community","dataset","This was one single topic among many, from the March 2018 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5WM7loCI0KkDUZuG","2019-07-17T17:06:21.000Z",655,"Surveys"
"5z66-adeh","Pet Licensing Ads - Edmonton Insight Community","dataset","This was one single topic among many as part of the August 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=476&as=Hp0xa33UD7&t=1. Open from","2019-07-17T16:56:34.000Z",654,"Surveys"
"4rq3-b65s","GTFS Downloads (Alerts file)","dataset","","2022-05-10T21:45:55.000Z",653,NA
"iu66-3h7p","Average Monthly Residential Water Consumption by Neighbourhood 2017","dataset","This dataset provides the average (annual, winter, summer) residential metered water consumption (2017) within residential neighbourhoods provided in m3/month for the City of Edmonton. Average monthly","2019-07-17T17:08:16.000Z",653,"Externally Sourced Datasets"
"mv2c-zidh","Speed Check Sign - DFS048","dataset","Speed Check Sign DFS048

Latitude: 53.623043
Longitude: -113.52498

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units col","2026-05-22T23:18:26.000Z",652,"Vehicle Speed"
"d2d4-wzcq","Speed Check Sign - DFS051","dataset","Speed Check Sign DFS051

Latitude: 53.4585
Longitude: -113.53006

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect da","2026-05-22T23:18:32.000Z",651,"Vehicle Speed"
"8gtg-5e5y","Speed Check Sign - DFS021","dataset","Speed Check Sign DFS021

Latitude: 53.595875
Longitude: -113.402448

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:42.000Z",650,"Vehicle Speed"
"vb8z-jruj","Winter Cycling - Edmonton Insight Community","dataset","This was one single topic of 2 in total, from the December 2017 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5w529E81BK","2019-07-17T17:11:51.000Z",649,"Surveys"
"rxps-qfju","Speed Check Sign - DFS030","dataset","Speed Check Sign DFS030

Latitude: 53.518913
Longitude: -113.615165

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:07.000Z",649,"Vehicle Speed"
"hc9x-fhuk","2016 Census - Population by Ownership and Length of Residence (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:07:38.000Z",649,"Census"
"bcen-sjmi","Continuing Care Accommodation Standards Compliance Reporting - Map View","map","This dataset comes from Open Data - Government of Alberta as found here:

https://open.alberta.ca/dataset/2003f13d-33ad-4d3f-865d-0d9488ace84d/resource/ec56d037-7fd5-4b4f-8c59-a880aa4cb653

Any us","2023-04-24T23:47:04.000Z",648,"Externally Sourced Datasets"
"fu5f-7rr3","Speed Check Sign - DFS022","dataset","Speed Check Sign DFS022

Latitude: 53.589267
Longitude: -113.403775

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:17:59.000Z",648,"Vehicle Speed"
"467e-gsgf","Speed Survey Data - 2017","dataset","The City collects speed data from a number of locations across the entire city. The devices used to collect this speed data are referred to as speed survey equipment. To read more about the devices us","2025-07-10T22:21:14.000Z",648,"Vehicle Speed"
"23n9-gsap","Vacant Land Inventory - Heat Map","map","This is a dataset using centroid points to geolocate vacant land in the city. This inventory is a snapshot in time using data collected from May 2014. The data is based on the land inventory and provi","2022-02-25T21:38:41.000Z",647,"Urban Planning & Economy"
"c5sm-a7kb","2016 Census - Dwelling Unit by Structure Type and Occupancy (Citywide)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:01:08.000Z",647,"Census"
"ksf2-dty2","July 2020 Mixed Topic - Masks in Public - Edmonton Insight Community","dataset","This was the July 2020 Mixed Topic survey. Test link to view these questions:

https://www.edmontoninsightcommunity.ca/c/a/6adRlA0lB4q1SZeGaPn6ns?t=1rEFID2vM8?t=1

Open from July 14-21, 2020. 

At the","2020-08-06T14:27:54.000Z",647,"Surveys"
"rbna-6879","Speed Check Sign - DFS129","dataset","Speed Check Sign DFS129

Latitude: 53.5381
Longitude: -113.47025

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units colle","2026-05-22T23:19:36.000Z",646,"Vehicle Speed"
"7u8w-d2bk","Speed Check Sign - DFS119","dataset","Speed Check Sign DFS119

Latitude: 53.62285
Longitude: -113.39913

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units coll","2026-05-22T23:19:29.000Z",645,"Vehicle Speed"
"ebg5-nbub","Imagine Jasper Avenue - Edmonton Insight Community","dataset","This was one single topic among many as part of the January 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=781&","2019-07-17T17:06:32.000Z",645,"Surveys"
"fjxn-dkpg","Circuit Layer","dataset","Provides the total overhead and underground electrical circuit information for the City of Edmonton. 

NOTE: This dataset is not a replacement for Utility locates, please reach out to your local utili","2024-04-09T15:36:44.000Z",644,NA
"76kk-asiv","2016 Census - Dwelling Unit by Structure Type and Ownership (Citywide)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T16:59:37.000Z",643,"Census"
"crya-3xsc","Speed Check Sign - DFS075","dataset","Speed Check Sign DFS075

Latitude: 53.62897
Longitude: -113.49998

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect d","2026-05-22T23:18:44.000Z",643,"Vehicle Speed"
